10        Threads
1         Connections per thread
100000    Requests per client


ALL STATS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets        63542.55          ---          ---      0.15500     66576.19 
Gets            0.00         0.00         0.00      0.00000         0.00 
Waits           0.00          ---          ---      0.00000          --- 
Totals      63542.55         0.00         0.00      0.15500     66576.19 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.037         0.00
SET       0.038         0.00
SET       0.039         0.00
SET       0.040         0.01
SET       0.041         0.01
SET       0.042         0.01
SET       0.043         0.03
SET       0.044         0.04
SET       0.045         0.06
SET       0.046         0.08
SET       0.047         0.10
SET       0.048         0.11
SET       0.049         0.13
SET       0.050         0.15
SET       0.051         0.18
SET       0.052         0.20
SET       0.053         0.21
SET       0.054         0.22
SET       0.055         0.23
SET       0.056         0.23
SET       0.057         0.24
SET       0.058         0.24
SET       0.059         0.24
SET       0.060         0.25
SET       0.061         0.25
SET       0.062         0.26
SET       0.063         0.26
SET       0.064         0.26
SET       0.065         0.26
SET       0.066         0.27
SET       0.067         0.27
SET       0.068         0.28
SET       0.069         0.28
SET       0.070         0.29
SET       0.071         0.29
SET       0.072         0.29
SET       0.073         0.29
SET       0.074         0.30
SET       0.075         0.30
SET       0.076         0.30
SET       0.077         0.31
SET       0.078         0.31
SET       0.079         0.32
SET       0.080         0.33
SET       0.081         0.34
SET       0.082         0.34
SET       0.083         0.35
SET       0.084         0.35
SET       0.085         0.36
SET       0.086         0.37
SET       0.087         0.37
SET       0.088         0.38
SET       0.089         0.39
SET       0.090         0.40
SET       0.091         0.42
SET       0.092         0.44
SET       0.093         0.45
SET       0.094         0.47
SET       0.095         0.50
SET       0.096         0.52
SET       0.097         0.54
SET       0.098         0.56
SET       0.099         0.59
SET       0.100         0.85
SET       0.110         4.69
SET       0.120        25.51
SET       0.130        48.10
SET       0.140        63.66
SET       0.150        72.80
SET       0.160        78.57
SET       0.170        83.24
SET       0.180        88.21
SET       0.190        92.18
SET       0.200        94.78
SET       0.210        96.64
SET       0.220        97.82
SET       0.230        98.46
SET       0.240        98.85
SET       0.250        99.15
SET       0.260        99.41
SET       0.270        99.60
SET       0.280        99.71
SET       0.290        99.77
SET       0.300        99.82
SET       0.310        99.84
SET       0.320        99.85
SET       0.330        99.86
SET       0.340        99.86
SET       0.350        99.87
SET       0.360        99.87
SET       0.370        99.88
SET       0.380        99.88
SET       0.390        99.88
SET       0.400        99.88
SET       0.410        99.89
SET       0.420        99.89
SET       0.430        99.89
SET       0.440        99.89
SET       0.450        99.89
SET       0.460        99.90
SET       0.470        99.90
SET       0.480        99.90
SET       0.490        99.90
SET       0.500        99.90
SET       0.510        99.90
SET       0.520        99.90
SET       0.530        99.90
SET       0.540        99.90
SET       0.550        99.91
SET       0.560        99.91
SET       0.570        99.91
SET       0.580        99.91
SET       0.590        99.91
SET       0.600        99.91
SET       0.610        99.91
SET       0.620        99.91
SET       0.630        99.91
SET       0.640        99.91
SET       0.650        99.91
SET       0.660        99.91
SET       0.670        99.91
SET       0.680        99.92
SET       0.690        99.92
SET       0.700        99.92
SET       0.710        99.92
SET       0.720        99.92
SET       0.730        99.92
SET       0.740        99.92
SET       0.750        99.92
SET       0.760        99.92
SET       0.770        99.92
SET       0.780        99.92
SET       0.790        99.92
SET       0.800        99.92
SET       0.810        99.92
SET       0.820        99.92
SET       0.830        99.93
SET       0.840        99.93
SET       0.850        99.93
SET       0.860        99.93
SET       0.870        99.93
SET       0.880        99.93
SET       0.890        99.93
SET       0.900        99.93
SET       0.910        99.93
SET       0.920        99.93
SET       0.940        99.93
SET       0.950        99.93
SET       0.960        99.93
SET       0.980        99.93
SET       0.990        99.93
SET       1.000        99.93
SET       1.100        99.94
SET       1.200        99.94
SET       1.300        99.94
SET       1.400        99.94
SET       1.500        99.95
SET       1.600        99.95
SET       1.700        99.95
SET       2.000        99.95
SET       2.100        99.95
SET       2.200        99.95
SET       2.300        99.95
SET       2.400        99.95
SET       2.500        99.95
SET       2.600        99.95
SET       2.700        99.95
SET       2.800        99.95
SET       2.900        99.95
SET       3.100        99.95
SET       3.200        99.95
SET       3.300        99.95
SET       3.400        99.96
SET       3.500        99.96
SET       3.600        99.96
SET       3.700        99.96
SET       3.800        99.96
SET       3.900        99.96
SET       4.000        99.96
SET       4.300        99.96
SET       4.400        99.96
SET       4.500        99.96
SET       4.600        99.96
SET       4.700        99.96
SET       4.800        99.96
SET       6.000        99.96
SET       6.100        99.96
SET       6.200        99.96
SET       6.400        99.96
SET       6.500        99.97
SET       6.600        99.97
SET       6.700        99.97
SET       6.900        99.97
SET       7.000        99.97
SET       7.100        99.97
SET       7.200        99.97
SET       7.300        99.97
SET       7.400        99.97
SET       7.500        99.97
SET       7.600        99.97
SET       7.700        99.97
SET       7.900        99.97
SET       8.000        99.97
SET       8.500        99.97
SET       8.600        99.97
SET       8.700        99.97
SET       8.800        99.97
SET       8.900        99.98
SET       9.000        99.98
SET       9.200        99.98
SET       9.300        99.98
SET       9.400        99.98
SET       9.500        99.98
SET       9.600        99.98
SET      11.000        99.98
SET      12.000        99.99
SET      13.000        99.99
SET      15.000        99.99
SET      16.000        99.99
SET      18.000        99.99
SET      19.000        99.99
SET      21.000        99.99
SET      30.000        99.99
SET      31.000        99.99
SET      32.000       100.00
SET      37.000       100.00
SET      75.000       100.00
SET      76.000       100.00
SET      95.000       100.00
SET     120.000       100.00
SET     210.000       100.00
---
---
