10        Threads
1         Connections per thread
100000    Requests per client


ALL STATS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets        62825.17          ---          ---      0.15600     65824.56 
Gets            0.00         0.00         0.00      0.00000         0.00 
Waits           0.00          ---          ---      0.00000          --- 
Totals      62825.17         0.00         0.00      0.15600     65824.56 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.038         0.00
SET       0.039         0.00
SET       0.040         0.00
SET       0.041         0.00
SET       0.042         0.01
SET       0.043         0.01
SET       0.044         0.02
SET       0.045         0.03
SET       0.046         0.05
SET       0.047         0.06
SET       0.048         0.08
SET       0.049         0.10
SET       0.050         0.13
SET       0.051         0.15
SET       0.052         0.18
SET       0.053         0.23
SET       0.054         0.29
SET       0.055         0.34
SET       0.056         0.37
SET       0.057         0.39
SET       0.058         0.40
SET       0.059         0.41
SET       0.060         0.42
SET       0.061         0.43
SET       0.062         0.43
SET       0.063         0.43
SET       0.064         0.44
SET       0.065         0.44
SET       0.066         0.45
SET       0.067         0.45
SET       0.068         0.46
SET       0.069         0.47
SET       0.070         0.48
SET       0.071         0.49
SET       0.072         0.50
SET       0.073         0.50
SET       0.074         0.51
SET       0.075         0.52
SET       0.076         0.52
SET       0.077         0.52
SET       0.078         0.53
SET       0.079         0.53
SET       0.080         0.54
SET       0.081         0.54
SET       0.082         0.55
SET       0.083         0.55
SET       0.084         0.55
SET       0.085         0.56
SET       0.086         0.56
SET       0.087         0.56
SET       0.088         0.57
SET       0.089         0.57
SET       0.090         0.58
SET       0.091         0.60
SET       0.092         0.61
SET       0.093         0.63
SET       0.094         0.65
SET       0.095         0.67
SET       0.096         0.69
SET       0.097         0.70
SET       0.098         0.72
SET       0.099         0.74
SET       0.100         1.01
SET       0.110         6.81
SET       0.120        33.14
SET       0.130        53.86
SET       0.140        66.46
SET       0.150        73.45
SET       0.160        79.14
SET       0.170        84.34
SET       0.180        90.33
SET       0.190        94.26
SET       0.200        96.48
SET       0.210        97.81
SET       0.220        98.59
SET       0.230        99.02
SET       0.240        99.33
SET       0.250        99.53
SET       0.260        99.65
SET       0.270        99.72
SET       0.280        99.77
SET       0.290        99.79
SET       0.300        99.81
SET       0.310        99.83
SET       0.320        99.84
SET       0.330        99.84
SET       0.340        99.85
SET       0.350        99.86
SET       0.360        99.86
SET       0.370        99.87
SET       0.380        99.87
SET       0.390        99.87
SET       0.400        99.87
SET       0.410        99.88
SET       0.420        99.88
SET       0.430        99.88
SET       0.440        99.88
SET       0.450        99.88
SET       0.460        99.89
SET       0.470        99.89
SET       0.480        99.89
SET       0.490        99.89
SET       0.500        99.89
SET       0.510        99.89
SET       0.520        99.89
SET       0.530        99.89
SET       0.540        99.89
SET       0.550        99.90
SET       0.560        99.90
SET       0.570        99.90
SET       0.580        99.90
SET       0.590        99.90
SET       0.600        99.90
SET       0.610        99.90
SET       0.620        99.90
SET       0.630        99.90
SET       0.640        99.90
SET       0.650        99.91
SET       0.660        99.91
SET       0.670        99.91
SET       0.680        99.91
SET       0.690        99.91
SET       0.700        99.91
SET       0.710        99.91
SET       0.720        99.91
SET       0.730        99.91
SET       0.740        99.91
SET       0.750        99.91
SET       0.760        99.91
SET       0.770        99.91
SET       0.780        99.91
SET       0.790        99.92
SET       0.800        99.92
SET       0.810        99.92
SET       0.820        99.92
SET       0.830        99.92
SET       0.840        99.92
SET       0.850        99.92
SET       0.860        99.92
SET       0.870        99.92
SET       0.880        99.92
SET       0.890        99.92
SET       0.900        99.92
SET       0.910        99.92
SET       0.920        99.92
SET       0.930        99.92
SET       0.940        99.92
SET       0.950        99.92
SET       0.960        99.92
SET       0.970        99.92
SET       0.980        99.92
SET       0.990        99.92
SET       1.000        99.92
SET       1.100        99.93
SET       1.200        99.93
SET       1.300        99.93
SET       1.400        99.93
SET       1.500        99.94
SET       1.600        99.94
SET       1.700        99.94
SET       1.800        99.94
SET       1.900        99.94
SET       2.100        99.94
SET       2.200        99.95
SET       2.300        99.95
SET       2.400        99.95
SET       2.500        99.95
SET       2.600        99.95
SET       2.700        99.95
SET       2.800        99.95
SET       2.900        99.95
SET       3.300        99.95
SET       3.400        99.95
SET       3.700        99.95
SET       3.800        99.95
SET       4.200        99.95
SET       4.300        99.95
SET       4.400        99.95
SET       4.700        99.96
SET       4.800        99.96
SET       4.900        99.96
SET       5.000        99.96
SET       5.400        99.96
SET       5.500        99.96
SET       5.900        99.96
SET       6.000        99.96
SET       6.400        99.96
SET       6.500        99.96
SET       6.600        99.96
SET       6.700        99.96
SET       6.800        99.96
SET       6.900        99.96
SET       7.000        99.96
SET       7.200        99.97
SET       7.300        99.97
SET       7.400        99.97
SET       7.500        99.97
SET       7.600        99.97
SET       7.800        99.97
SET       7.900        99.97
SET       8.300        99.97
SET       8.400        99.97
SET       8.500        99.97
SET       8.600        99.97
SET       9.500        99.97
SET       9.600        99.97
SET       9.700        99.97
SET       9.800        99.97
SET       9.900        99.98
SET      10.000        99.98
SET      11.000        99.98
SET      12.000        99.98
SET      13.000        99.98
SET      14.000        99.98
SET      15.000        99.98
SET      16.000        99.98
SET      18.000        99.99
SET      22.000        99.99
SET      25.000        99.99
SET      27.000        99.99
SET      28.000        99.99
SET      30.000        99.99
SET      39.000        99.99
SET      40.000       100.00
SET     120.000       100.00
SET     130.000       100.00
SET     140.000       100.00
SET     250.000       100.00
SET     260.000       100.00
---
---
