10        Threads
1         Connections per thread
100000    Requests per client


ALL STATS
===================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    MOVED/sec      ASK/sec      Latency       KB/sec 
---------------------------------------------------------------------------------------------------
Sets       280674.42          ---          ---         0.00         0.00      0.10500    294074.32 
Gets            0.00         0.00         0.00         0.00         0.00      0.00000         0.00 
Waits           0.00          ---          ---          ---          ---      0.00000          --- 
Totals     280674.42         0.00         0.00         0.00         0.00      0.10500    294074.32 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.025         0.00
SET       0.026         0.00
SET       0.027         0.00
SET       0.028         0.00
SET       0.029         0.00
SET       0.030         0.00
SET       0.031         0.01
SET       0.032         0.01
SET       0.033         0.01
SET       0.034         0.02
SET       0.035         0.02
SET       0.036         0.02
SET       0.037         0.02
SET       0.038         0.03
SET       0.039         0.03
SET       0.040         0.03
SET       0.041         0.04
SET       0.042         0.04
SET       0.043         0.04
SET       0.044         0.05
SET       0.045         0.05
SET       0.046         0.05
SET       0.047         0.06
SET       0.048         0.06
SET       0.049         0.06
SET       0.050         0.06
SET       0.051         0.07
SET       0.052         0.07
SET       0.053         0.08
SET       0.054         0.08
SET       0.055         0.08
SET       0.056         0.09
SET       0.057         0.09
SET       0.058         0.09
SET       0.059         0.10
SET       0.060         0.10
SET       0.061         0.11
SET       0.062         0.11
SET       0.063         0.12
SET       0.064         0.12
SET       0.065         0.13
SET       0.066         0.14
SET       0.067         0.15
SET       0.068         0.17
SET       0.069         0.19
SET       0.070         0.22
SET       0.071         0.25
SET       0.072         0.29
SET       0.073         0.35
SET       0.074         0.42
SET       0.075         0.52
SET       0.076         0.65
SET       0.077         0.83
SET       0.078         1.05
SET       0.079         1.35
SET       0.080         1.72
SET       0.081         2.20
SET       0.082         2.83
SET       0.083         3.65
SET       0.084         4.70
SET       0.085         6.05
SET       0.086         7.71
SET       0.087         9.77
SET       0.088        12.29
SET       0.089        15.26
SET       0.090        18.72
SET       0.091        22.65
SET       0.092        26.91
SET       0.093        31.49
SET       0.094        35.94
SET       0.095        40.30
SET       0.096        44.38
SET       0.097        48.20
SET       0.098        51.68
SET       0.099        54.75
SET       0.100        65.19
SET       0.110        75.56
SET       0.120        83.77
SET       0.130        91.54
SET       0.140        95.22
SET       0.150        96.74
SET       0.160        97.69
SET       0.170        98.42
SET       0.180        99.02
SET       0.190        99.40
SET       0.200        99.59
SET       0.210        99.72
SET       0.220        99.80
SET       0.230        99.84
SET       0.240        99.88
SET       0.250        99.90
SET       0.260        99.92
SET       0.270        99.93
SET       0.280        99.94
SET       0.290        99.95
SET       0.300        99.96
SET       0.310        99.96
SET       0.320        99.97
SET       0.330        99.97
SET       0.340        99.97
SET       0.350        99.98
SET       0.360        99.98
SET       0.370        99.98
SET       0.380        99.98
SET       0.390        99.98
SET       0.400        99.98
SET       0.410        99.99
SET       0.420        99.99
SET       0.430        99.99
SET       0.440        99.99
SET       0.450        99.99
SET       0.460        99.99
SET       0.470        99.99
SET       0.480        99.99
SET       0.490        99.99
SET       0.500        99.99
SET       0.510        99.99
SET       0.520        99.99
SET       0.530        99.99
SET       0.540        99.99
SET       0.550        99.99
SET       0.560        99.99
SET       0.570        99.99
SET       0.590       100.00
SET       0.600       100.00
SET       0.610       100.00
SET       0.630       100.00
SET       0.640       100.00
SET       0.660       100.00
SET       0.670       100.00
SET       0.710       100.00
SET       0.730       100.00
SET       0.740       100.00
SET       0.750       100.00
SET       0.760       100.00
SET       0.770       100.00
SET       0.790       100.00
SET       0.800       100.00
SET       0.810       100.00
SET       0.820       100.00
SET       0.830       100.00
SET       0.840       100.00
SET       0.850       100.00
SET       0.870       100.00
SET       1.000       100.00
SET       1.100       100.00
SET       2.900       100.00
---
---
